player,club today,squad,league,position,age,market value,contract months left,matches played,minutes played,goals,xg,assists,xa,duels per 90,"duels won, %",birth country,passport country,foot,height,weight,on loan,successful defensive actions per 90,defensive duels per 90,"defensive duels won, %",aerial duels per 90,"aerial duels won, %",shots blocked per 90,interceptions per 90,non-penalty goals per 90,xg per 90,head goals per 90,shots per 90,"shots on target, %","goal conversion, %",assists per 90,crosses per 90,"accurate crosses, %",crosses from left flank per 90,"accurate crosses from left flank, %",crosses from right flank per 90,"accurate crosses from right flank, %",crosses to goalie box per 90,dribbles per 90,"successful dribbles, %",offensive duels per 90,"offensive duels won, %",touches in box per 90,progressive runs per 90,accelerations per 90,received passes per 90,received long passes per 90,fouls per 90,fouls suffered per 90,passes per 90,"accurate passes, %",forward passes per 90,"accurate forward passes, %",back passes per 90,"accurate back passes, %",lateral passes per 90,"accurate lateral passes, %",short / medium passes per 90,"accurate short / medium passes, %",long passes per 90,"accurate long passes, %","average pass length, m","average long pass length, m",xa per 90,shot assists per 90,second assists per 90,third assists per 90,key passes per 90,passes to final third per 90,"accurate passes to final third, %",passes to penalty area per 90,"accurate passes to penalty area, %",through passes per 90,"accurate through passes, %",deep completions per 90,deep completed crosses per 90,progressive passes per 90,"accurate progressive passes, %",main position
Fake Player 11,FC Synthetic 3,FC Synthetic 3,Premier League,AM,34,38.75230464787592,3,31,1225,8,5.531038024112752,0,8.538696499161334,11.900596926236819,79.1,France,France,right,172.65320793082142,86.34007415731797,0,10.789775247502426,10.579391899651846,74.9,4.745171387760354,59.0,0.9956998921498937,4.200316625985681,0.16574150879774452,0.007062366738411985,0.09223576385460033,1.556361421776601,100.0,68.0,0.37272971631812624,3.4620481533942495,68.1,1.7693699515675767,76.8,0.2949497733775933,72.4,0.5500313418861416,1.455690195431245,94.4,10.221272739041067,75.5,2.8995728135326866,2.384784992078073,8.32653198860616,40.12183219310711,2.229379965967809,0.5455776824724591,2.571843847984281,69.9730299183228,89.3,16.079449681132196,78.2,18.822640290750574,90.0,29.753002785498275,88.7,46.31025294335881,95.2,5.692551526803082,73.4,10.797417576020916,30.049025173931824,0.12354510196610438,1.7962506907051368,0.9314989394746928,0.24532836622405674,1.049701404735215,7.702973775736074,94.1,0.9752503896930783,68.9,1.0568997890052707,78.6,1.3956431685437936,0.5345519493545235,11.129130838821744,69.7,AM
Fake Player 12,FC Synthetic 4,FC Synthetic 4,LaLiga,LCM,30,33.934260118995915,43,11,2660,3,6.541024094823568,6,1.8054481386896888,11.773631719833546,72.7,France,France,right,183.7643447074181,65.37602715449188,1,5.046187988433276,11.490441161500677,52.4,2.580749078230821,76.4,0.6549579428873561,4.622323620873271,0.20875057387554238,0.4638342012271108,0.00877593827715506,1.3624190556452689,89.8,67.3,0.2284852765407991,2.007627883593182,58.8,2.0520003106831686,94.5,0.1288728821269337,60.4,0.5270245249338961,4.371645541607067,82.2,4.166455355643359,89.3,0.6397967378026422,4.0700587955292695,17.396174175189238,54.238832006965,4.406696719380806,0.5623692967666267,1.0907252537924141,81.94122212127121,84.1,20.42821444211615,71.7,9.556223021727682,85.6,12.638912455731589,77.6,46.0377569368715,66.9,2.0449000396886543,60.9,11.200291382899143,37.03276738277726,0.005773921111608838,1.3432037635549483,0.6893368605878929,0.8849156631844819,0.8267531926787532,3.7997459823658026,72.5,3.473548399375056,69.8,0.7090253123567136,67.8,2.1818439160571876,0.021804777780519924,5.577956372594787,64.3,LCM
Fake Player 13,FC Synthetic 1,FC Synthetic 1,LaLiga,RCM,32,19.373025301781023,33,17,1164,2,9.698151167055695,2,0.5684882400657822,12.395521560313018,75.8,Norway,Norway,right,174.61473485034048,64.69963951428494,1,5.385419993234358,4.142417311118278,73.1,5.093191850944035,79.5,0.912506022221541,8.279889953896912,0.1118545316410121,0.13228713891063082,0.011401919133455098,1.023611394880365,86.2,70.6,0.16899803356726087,5.44489138981472,69.7,1.7644390443422107,62.3,2.16410663254152,68.0,0.7870012641653574,2.97271358686062,89.6,10.04546006317947,77.6,3.282595925536542,3.2373342121075828,9.44032346854285,48.37096044568993,2.916499722883247,1.7781755985900838,1.240968721982531,38.485877281551765,77.9,26.722130834795074,73.4,19.836418271458353,81.8,24.218026422771818,75.8,56.174308003665644,80.3,7.506061986743894,79.6,23.663394245948624,25.6133395692806,0.06223822283369809,0.9256578544116083,0.5618469470659689,0.1384027990162019,1.3509325825248806,7.910744367464336,86.7,1.3927686646981634,72.6,1.0352141900377745,75.7,2.0629568218856567,0.503750567133097,10.600237828834533,85.2,RCM
Fake Player 14,FC Synthetic 2,FC Synthetic 2,Premier League,RCM,31,30.033432999095112,14,38,1349,3,9.845780814316246,8,1.658464459662369,9.839205823698316,75.1,Spain,Spain,right,194.28385172075124,87.54563115585715,1,11.80418805669922,10.16209708650273,73.4,1.671912139194513,72.7,0.5670671800042285,8.798534577974984,0.012817435751270879,0.019780104195095904,0.09296321877242243,2.792228160263871,71.1,88.2,0.22414955838714923,5.70825345512889,83.9,1.0955541090632015,74.7,2.2830647189444897,74.5,1.3246903230538853,2.9340326368482654,66.5,7.343784432636106,83.5,1.490428393014595,1.0127001696710325,16.966438954861175,51.82834488500019,3.4488808250328074,2.5289918614916576,1.2544635843640288,51.96633973298696,92.9,7.770109875815982,72.1,9.758197733286615,65.9,16.519954064750436,65.6,57.13228532388495,80.6,3.5469274671783815,77.2,21.169689463023012,37.92023447941679,0.1990238629266238,0.4781264746810654,0.34110203942305783,0.05431027586070736,1.136092301517706,7.720992187656142,62.3,3.004702325215712,73.6,0.08684012046870793,94.2,0.8077296488431267,0.5453364591254999,11.183610104005163,65.3,RCM
Fake Player 15,FC Synthetic 3,FC Synthetic 3,Premier League,RCM,34,29.945003536273546,38,25,1902,2,2.8822824548790527,6,11.025878322368195,4.2553811616573025,79.5,Spain,Spain,right,176.9902840549091,86.33998751840303,0,10.626680138319331,7.91108124672943,96.0,0.5236817661722326,58.8,0.599033070506668,7.795414468639482,0.2457544426140743,0.05412472073742852,0.0947493045044785,1.9888662284877077,66.2,81.6,0.13704094266011113,1.8199799246729815,69.6,2.0918468879599166,78.0,2.529174722897254,80.5,0.4385073406645487,1.0425121250196883,77.4,4.765720136569028,82.2,2.888959277013749,0.901727011189674,10.520623096316076,35.61939959074084,4.023557759555792,0.818566677681499,0.6021749744291858,32.9200472904501,60.0,9.916820657207406,97.4,24.612805502851764,92.3,11.882898337918085,75.1,43.825496720409596,78.9,1.7083961214874226,72.7,23.97735972659426,39.68867660357662,0.12416066361202747,0.9225530109982623,0.5705380146850741,0.7044290335500782,0.4322880612168618,4.132845656393421,64.7,3.3217720327119054,64.9,1.2971392667287556,71.5,1.0500310146514438,0.7354453357783313,2.210438804573143,68.0,RCM
Fake Player 16,FC Synthetic 4,FC Synthetic 4,Bundesliga,RCM,19,26.872149588591093,41,20,2761,6,7.337534974379162,8,0.11111738185348097,13.84767949053648,86.7,France,France,right,185.56283162283043,77.24613652045397,1,5.265324372060744,7.891460355718746,60.4,3.6414204913065755,84.9,0.7436632672555682,10.625187039300206,0.14948720115294054,0.12012447413982086,0.031471744746536336,3.2577367466516773,82.9,75.2,0.11542120278438084,3.3607424439299303,68.1,1.7828832840414615,67.6,0.17045303519994426,80.5,0.7811559119387532,4.577436457287598,65.6,2.3020994824207044,81.2,2.74953860138021,1.5211173258955368,15.80950957857537,41.158929476518324,4.22655254751884,0.8115256351988516,1.2867196582229805,31.777913158583466,74.9,18.24501527268678,52.6,9.555743819224094,80.4,10.111765242328621,75.1,36.666776438501934,79.0,2.2227880344444904,74.6,17.04984898500329,38.460525274236545,0.27775320550142035,0.7983472410340104,0.8915757763383317,0.4532860749681529,1.7645740594948902,6.4477679283214,82.2,2.169487810422154,87.7,1.1269576031121205,78.8,1.6835226935137286,0.6494847902069917,4.394278377525315,87.6,RCM
Fake Player 17,FC Synthetic 1,FC Synthetic 1,Ligue 1,AM,32,30.97766229842739,3,23,1536,12,7.499835379352686,6,2.259863697736222,13.386870471852339,91.5,France,France,right,165.69682747040275,86.21439613740736,0,12.434599612223852,11.090294186884623,71.1,5.967427748488082,78.6,1.113564729798989,6.952508829294216,0.2605339994960186,0.1369530843030226,0.035516488699387186,0.5977773297410435,64.0,70.4,0.09652573519101151,6.357429972176098,56.8,0.6229115162817592,75.3,2.330721164870491,81.8,0.510208430532719,2.5842022136536844,72.7,10.158333553266058,78.5,2.7841981719945688,1.5498683061472303,5.299792784690228,21.33934275988402,2.6432804438765647,1.921367137624479,2.6947844414700173,89.37950980030462,78.7,14.102709056049378,71.1,9.733680071953126,71.1,19.742563493224253,61.3,34.54935918237665,78.0,7.529222532052207,67.8,16.199387484292064,31.642350366244404,0.09626139022630578,1.766046585542848,0.6523801339438646,0.8383648876030845,0.8462230978588372,8.842493342995212,85.8,1.1729939164979601,83.8,1.361932531709383,59.3,2.4306404932165813,0.35839673430580155,9.098622992274988,69.3,AM
Fake Player 18,FC Synthetic 2,FC Synthetic 2,Premier League,CM,19,55.17372429101969,6,31,1834,7,3.464928613130488,4,0.3754021548197346,12.577169229819997,78.1,France,France,right,177.00184338404267,62.968194477583836,0,13.521453370691818,11.746234367820401,92.1,0.7125437040478653,67.7,0.5901750976954919,5.4021752971402135,0.04346678832170739,0.016404999748864335,0.0452450234834758,0.7009340393959698,72.6,70.7,0.03297119578285073,1.016243642054723,92.5,1.6894066307553293,59.0,1.1296161983897455,68.6,1.2326595890598007,2.127151289156086,82.7,3.7646014146930664,72.7,2.6284512068953103,3.8456541633425068,18.71905373419386,35.31991768677374,2.789569124480666,1.0857390020298092,2.7799691189287024,59.60829049838308,65.9,17.063436281137363,75.0,22.17346240967728,68.3,27.685917836102885,69.6,52.7631536432289,91.9,2.72983501858314,81.1,15.376109387531434,41.52525830255085,0.3091184673900675,1.076094879339093,0.6024819979535042,0.07462963116931176,0.9786411739246776,3.996181175779512,65.4,3.456687102118314,71.9,1.134515631654474,90.2,1.493075656496211,0.005730900713121323,9.568430430795484,73.1,CM
Fake Player 19,FC Synthetic 3,FC Synthetic 3,LaLiga,LCM,26,24.45324149113154,32,13,612,9,1.2386977486422102,9,1.3275536107464392,4.198349725928754,80.9,Brazil,Brazil,left,191.25322839967535,72.62340857404014,0,9.964174824393083,9.34354490738863,79.5,1.6439894053965332,72.2,0.6343890457299491,6.817863279806372,0.005510942117620133,0.13967740609686458,0.041616168006729085,1.7098207487910324,73.9,78.3,0.198625958858875,2.792554423735794,83.3,2.6457216514167827,89.1,0.9100128980465958,78.4,0.23640226993271757,1.2425915883580223,76.0,2.5180511563987347,94.2,3.856856433243372,1.4779795522504853,11.16951814358161,38.97664179570576,3.7310263568950073,2.3255343378621847,0.774088364421376,51.331141118114786,78.0,28.103116224605387,67.2,9.859717239256383,77.6,23.65691042953472,71.8,45.78421359337334,86.0,5.635881626819005,74.6,19.24460644078135,39.310879942349644,0.11459087255759198,0.6071526199181518,0.46020450297167803,0.8010761326078425,0.5702007019944424,7.887838272117411,75.2,1.7862792076866016,81.4,0.8758071648513264,70.2,0.8376763012914763,0.11548587362294893,5.924168502170541,64.9,LCM
Fake Player 20,FC Synthetic 4,FC Synthetic 4,Serie A,AM,28,75.95977621051189,48,26,812,6,0.4094696028571976,5,7.441791439539555,5.45276840497715,63.5,France,France,right,183.30682333299737,83.60952179540394,0,9.65757440357255,7.346445505246055,80.6,3.354030533678963,60.0,0.7223963562330354,5.877330349332888,0.0993176991541171,0.09647086824674106,0.019004521595959667,0.7408319612121114,90.9,80.8,0.355104670285555,4.3302537103152865,82.7,2.00049985707135,68.2,0.5190717640298907,66.2,0.15526540246508774,3.1861694588536675,60.9,9.558777308258808,65.9,2.279204569433868,5.349456828011238,7.416570175647209,30.208355983963266,1.6850406143103187,2.8740884704418748,1.6451463540460785,46.492624597501134,63.9,18.62229134661718,84.0,12.218055869825658,58.3,19.05307895558488,79.1,23.090641210146146,64.4,2.093156564767856,76.7,15.273390804570004,27.565946458485556,0.24834548303376627,0.7198419202684039,0.345697030650858,0.037334752844158325,1.1961167737122005,9.631733737175097,61.2,1.6223809116888175,77.2,0.7002830845881649,85.5,2.9817039327850354,0.9730606535174523,8.56754612772855,83.3,AM
Fake Player 21,FC Synthetic 1,FC Synthetic 1,Ligue 1,AM,24,73.39149354351605,2,34,651,0,7.773431275291785,10,2.8996669048690293,11.923204381291823,74.1,Spain,Spain,left,178.31828659187929,68.23846269836683,0,5.054731088346275,7.107634721116608,76.1,4.954674050446789,64.7,0.8850181647572709,4.7953271413974905,0.1826189291976209,0.1893104637172593,0.08983753839393746,1.2881887892445005,71.5,65.9,0.2520607877097539,3.00456315795972,84.7,1.4153745221815415,95.3,2.988047265307581,68.8,0.7544928798564026,6.2738132343187445,61.8,5.5004322237297885,75.0,3.06311690430373,1.6536836333737723,7.105323308201717,21.249639159625993,4.34520381364486,2.4150835165010327,1.4533722539690979,88.80075869669754,81.9,15.378015265301899,83.1,19.29280322358054,82.0,39.736000923287534,79.6,25.687440520601086,83.0,2.358711846441444,78.6,21.194098509730093,28.9028844107663,0.3196865521004721,0.44564629617684026,0.6985471139217118,0.02807001191395697,1.4636991123714493,8.929935358060519,73.2,2.2850566382370383,82.2,0.4528703801995524,73.8,0.5236206577902717,0.9223331583153058,8.12158617362035,83.5,AM
Fake Player 22,FC Synthetic 2,FC Synthetic 2,Bundesliga,DM,20,38.99192383570621,32,24,694,1,4.896997418169059,10,6.830544605168122,3.2776811349833572,84.4,Norway,Norway,right,193.07812498307177,84.07452526187369,0,12.866497124935993,6.477073115008636,78.3,0.9897310279127927,69.6,0.08622040258348118,3.3677059947211205,0.15762878966738691,0.1925838686779846,0.025330760070564375,3.458089229229871,50.6,75.4,0.2083902531023094,2.6322711350660164,80.8,0.9647523086083535,74.7,0.19099076795659087,65.8,1.0078313786482378,3.020024845584234,61.2,5.8933400559165,75.1,2.969072659321022,1.0012229498451044,7.5063139057745225,47.616324351158084,0.5935407101412871,2.692938415947291,1.7233979915584698,45.13504713130102,85.6,29.73599766749362,74.5,8.174971603895266,65.5,38.18575119939034,69.2,56.007435804193854,83.9,7.154667532299843,63.5,22.019759893237932,37.74216826356477,0.15422245145749958,1.853453808324436,0.9809809410158142,0.4613157517310297,1.7860975771266911,5.212160661442209,83.4,2.0228018438637116,61.6,1.0001354536132252,81.1,2.876488940975718,0.32509316308114533,9.3977496160106,82.4,DM
Fake Player 23,FC Synthetic 3,FC Synthetic 3,Bundesliga,CM,21,26.940535195370416,7,20,2845,3,9.855401694949261,6,7.082344593193514,14.750695604487355,83.7,France,France,right,190.61953128441687,76.13371534050604,0,8.307160667461055,6.254391266153964,82.8,2.673790595673919,87.3,0.6188249262263664,5.8176999485209935,0.3241210221093866,0.16950387030143954,0.07052724094776516,1.1268788224538422,80.0,54.7,0.17143716730036662,3.760224909419276,72.6,0.2576586283127186,85.3,2.4810240438239983,63.1,1.1932878016361497,5.074445260717562,79.9,4.47067587280719,79.0,1.3269365204741563,5.316603089978058,9.23431093960545,37.40351003395373,1.380972209943761,1.7989651439291758,1.886798810146693,73.5425037442646,77.7,6.6303917474884075,72.3,8.181435096550045,78.7,13.769599205124905,79.7,55.379925924180036,78.1,2.0362325407179327,66.1,23.137668901440716,30.788322671120522,0.018721976726188184,0.2906225232256434,0.4247576935205901,0.22129128968065181,0.2928937969500728,6.857661863905108,70.7,2.890682759635535,73.5,0.05210490475501395,81.7,2.4653296076053683,0.2588529399238877,9.186584277451217,80.4,CM
